,O*NET-SOC Code,Title,AISE,complementarity,job zone,robotic
280,21-1023.00,Mental Health and Substance Abuse Social Workers,0.0167014613778705,0.6255555555555555,5.0,0.0119047619047619
281,21-1029.00,"Social Workers, All Other",0.3705636743215031,,,0.4642857142857143
282,21-1091.00,Health Education Specialists,0.0824634655532359,0.6219444444444445,4.0,0.0238095238095238
283,21-1092.00,Probation Officers and Correctional Treatment Specialists,0.022964509394572,0.6669444444444445,4.0,0.0357142857142857
284,21-1093.00,Social and Human Service Assistants,0.2077244258872651,0.6375,4.0,0.1428571428571428
285,21-1094.00,Community Health Workers,0.1899791231732776,0.6344444444444444,4.0,0.2142857142857142
286,21-1099.00,"Community and Social Service Specialists, All Other",0.6471816283924844,,,0.7261904761904762
287,21-2011.00,Clergy,0.0020876826722338,0.6683333333333333,5.0,0.0119047619047619
288,21-2021.00,"Directors, Religious Activities and Education",0.0438413361169102,0.5644444444444443,4.0,0.0238095238095238
289,21-2099.00,"Religious Workers, All Other",0.4624217118997912,,,0.6666666666666666
290,23-1011.00,Lawyers,0.0396659707724425,0.6586111111111111,5.0,0.0476190476190476
291,23-1012.00,Judicial Law Clerks,0.1732776617954071,0.5080555555555556,5.0,0.1666666666666666
292,23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",0.0281837160751565,0.5627777777777778,5.0,0.0476190476190476
293,23-1022.00,"Arbitrators, Mediators, and Conciliators",0.0615866388308977,0.515,5.0,0.0833333333333333
294,23-1023.00,"Judges, Magistrate Judges, and Magistrates",0.0083507306889352,0.7088888888888889,5.0,0.0
295,23-2011.00,Paralegals and Legal Assistants,0.3747390396659708,0.4383333333333333,3.0,0.2976190476190476
296,23-2093.00,"Title Examiners, Abstractors, and Searchers",0.4739039665970772,0.5322222222222223,2.0,0.3571428571428571
297,23-2099.00,"Legal Support Workers, All Other",0.6899791231732777,,,0.6428571428571429
298,25-1011.00,"Business Teachers, Postsecondary",0.2640918580375783,0.6105555555555556,5.0,0.1785714285714285
299,25-1021.00,"Computer Science Teachers, Postsecondary",0.5041753653444676,0.601388888888889,5.0,0.4642857142857143
300,25-1022.00,"Mathematical Science Teachers, Postsecondary",0.3100208768267223,0.5680555555555556,5.0,0.2023809523809523
301,25-1031.00,"Architecture Teachers, Postsecondary",0.0354906054279749,0.6491666666666667,5.0,0.0357142857142857
302,25-1032.00,"Engineering Teachers, Postsecondary",0.1148225469728601,0.6208333333333333,5.0,0.5119047619047619
303,25-1041.00,"Agricultural Sciences Teachers, Postsecondary",0.0678496868475991,0.6644444444444444,5.0,0.1666666666666666
304,25-1042.00,"Biological Science Teachers, Postsecondary",0.0647181628392484,0.6933333333333332,5.0,0.0833333333333333
305,25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",0.022964509394572,0.7097222222222221,5.0,0.0119047619047619
306,25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",0.1012526096033402,0.6583333333333333,5.0,0.2142857142857142
307,25-1052.00,"Chemistry Teachers, Postsecondary",0.0981210855949895,0.6755555555555556,5.0,0.2261904761904762
308,25-1053.00,"Environmental Science Teachers, Postsecondary",0.0751565762004175,0.666388888888889,5.0,0.1071428571428571
309,25-1054.00,"Physics Teachers, Postsecondary",0.0448851774530271,0.6202777777777777,5.0,0.0476190476190476
310,25-1061.00,"Anthropology and Archeology Teachers, Postsecondary",0.0219206680584551,0.6211111111111111,5.0,0.0238095238095238
311,25-1062.00,"Area, Ethnic, and Cultural Studies Teachers, Postsecondary",0.1116910229645093,0.616111111111111,5.0,0.0595238095238095
312,25-1063.00,"Economics Teachers, Postsecondary",0.0960334029227557,0.5786111111111111,5.0,0.0357142857142857
313,25-1064.00,"Geography Teachers, Postsecondary",0.0511482254697286,0.6172222222222223,5.0,0.0119047619047619
314,25-1065.00,"Political Science Teachers, Postsecondary",0.0615866388308977,0.5733333333333334,5.0,0.0595238095238095
315,25-1066.00,"Psychology Teachers, Postsecondary",0.0678496868475991,0.6047222222222223,5.0,0.0238095238095238
316,25-1067.00,"Sociology Teachers, Postsecondary",0.0501043841336116,0.5980555555555557,5.0,0.0119047619047619
317,25-1069.00,"Social Sciences Teachers, Postsecondary, All Other",0.487473903966597,,,0.3809523809523809
318,25-1071.00,"Health Specialties Teachers, Postsecondary",0.0782881002087682,0.6727777777777778,5.0,0.0833333333333333
319,25-1072.00,"Nursing Instructors and Teachers, Postsecondary",0.0177453027139874,0.6986111111111112,5.0,0.0238095238095238
320,25-1081.00,"Education Teachers, Postsecondary",0.2171189979123173,0.6327777777777778,5.0,0.1428571428571428
321,25-1082.00,"Library Science Teachers, Postsecondary",0.1096033402922755,0.5758333333333333,5.0,0.0714285714285714
322,25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",0.0354906054279749,0.6477777777777779,5.0,0.0238095238095238
323,25-1112.00,"Law Teachers, Postsecondary",0.0584551148225469,0.6019444444444445,5.0,0.0
324,25-1113.00,"Social Work Teachers, Postsecondary",0.0438413361169102,0.6019444444444444,5.0,0.0
325,25-1121.00,"Art, Drama, and Music Teachers, Postsecondary",0.0302713987473903,0.6188888888888889,5.0,0.0476190476190476
326,25-1122.00,"Communications Teachers, Postsecondary",0.2505219206680584,0.6372222222222222,5.0,0.119047619047619
327,25-1123.00,"English Language and Literature Teachers, Postsecondary",0.0939457202505219,0.5705555555555556,5.0,0.0238095238095238
328,25-1124.00,"Foreign Language and Literature Teachers, Postsecondary",0.1283924843423799,0.5538888888888889,5.0,0.1071428571428571
329,25-1125.00,"History Teachers, Postsecondary",0.011482254697286,0.5686111111111112,5.0,0.0
330,25-1126.00,"Philosophy and Religion Teachers, Postsecondary",0.0250521920668058,0.5788888888888889,5.0,0.0119047619047619
331,25-1192.00,"Family and Consumer Sciences Teachers, Postsecondary",0.0855949895615866,0.6183333333333334,5.0,0.0833333333333333
332,25-1193.00,"Recreation and Fitness Studies Teachers, Postsecondary",0.0354906054279749,0.6855555555555556,5.0,0.0476190476190476
333,25-1194.00,"Career/Technical Education Teachers, Postsecondary",0.1440501043841336,0.5933333333333334,3.0,0.4761904761904761
334,25-1199.00,"Postsecondary Teachers, All Other",0.7181628392484343,,,0.7976190476190477
335,25-2011.00,"Preschool Teachers, Except Special Education",0.022964509394572,0.5516666666666666,3.0,0.0714285714285714
336,25-2012.00,"Kindergarten Teachers, Except Special Education",0.0125260960334029,0.6263888888888889,4.0,0.0357142857142857
337,25-2021.00,"Elementary School Teachers, Except Special Education",0.034446764091858,0.6211111111111111,4.0,0.0476190476190476
338,25-2022.00,"Middle School Teachers, Except Special and Career/Technical Education",0.1680584551148225,0.6591666666666667,4.0,0.1666666666666666
339,25-2023.00,"Career/Technical Education Teachers, Middle School",0.2327766179540709,0.6344444444444445,4.0,0.3333333333333333
340,25-2031.00,"Secondary School Teachers, Except Special and Career/Technical Education",0.1732776617954071,0.6216666666666666,4.0,0.1428571428571428
341,25-2032.00,"Career/Technical Education Teachers, Secondary School",0.2974947807933194,0.6608333333333333,4.0,0.3333333333333333
342,25-2051.00,"Special Education Teachers, Preschool",0.0187891440501043,0.6433333333333333,5.0,0.0595238095238095
343,25-2055.00,"Special Education Teachers, Kindergarten",0.0104384133611691,,,0.0357142857142857
344,25-2056.00,"Special Education Teachers, Elementary School",0.0240083507306889,,,0.0357142857142857
345,25-2057.00,"Special Education Teachers, Middle School",0.0292275574112734,0.6488888888888888,4.0,0.0238095238095238
346,25-2058.00,"Special Education Teachers, Secondary School",0.0334029227557411,0.6238888888888888,4.0,0.0476190476190476
347,25-2059.00,"Special Education Teachers, All Other",0.2025052192066805,,,0.2142857142857142
348,25-2059.01,Adapted Physical Education Specialists,0.0031315240083507,0.7041666666666667,5.0,0.0238095238095238
349,25-3011.00,"Adult Basic Education, Adult Secondary Education, and English as a Second Language Instructors",0.1638830897703549,0.5905555555555556,4.0,0.1547619047619047
350,25-3021.00,Self-Enrichment Teachers,0.2359081419624217,0.5333333333333333,3.0,0.2619047619047619
351,25-3031.00,"Substitute Teachers, Short-Term",0.2275574112734864,,,0.3571428571428571
352,25-3041.00,Tutors,0.1555323590814196,0.496111111111111,3.0,0.119047619047619
353,25-3099.00,"Teachers and Instructors, All Other",0.5741127348643006,,,0.6785714285714286
354,25-4011.00,Archivists,0.290187891440501,0.5508333333333334,5.0,0.3214285714285714
355,25-4012.00,Curators,0.0438413361169102,0.6222222222222222,5.0,0.0833333333333333
356,25-4013.00,Museum Technicians and Conservators,0.0407098121085595,0.5716666666666667,4.0,0.1785714285714285
357,25-4022.00,Librarians and Media Collections Specialists,0.5427974947807933,0.6152777777777777,5.0,0.3809523809523809
358,25-4031.00,Library Technicians,0.2129436325678496,0.5272222222222223,3.0,0.4166666666666667
359,25-9021.00,Farm and Home Management Educators,0.0563674321503131,0.6477777777777777,5.0,0.2023809523809523
360,25-9031.00,Instructional Coordinators,0.5417536534446764,0.6125,5.0,0.5119047619047619
361,25-9042.00,"Teaching Assistants, Preschool, Elementary, Middle, and Secondary School, Except Special Education",0.0396659707724425,,,0.0833333333333333
362,25-9043.00,"Teaching Assistants, Special Education",0.0375782881002087,,,0.0595238095238095
363,25-9044.00,"Teaching Assistants, Postsecondary",0.3528183716075156,0.5711111111111111,5.0,0.369047619047619
364,25-9049.00,"Teaching Assistants, All Other",0.7494780793319415,,,0.8333333333333334
365,25-9099.00,"Educational Instruction and Library Workers, All Other",0.7306889352818372,,,0.6547619047619048
366,27-1011.00,Art Directors,0.2171189979123173,0.5155555555555557,4.0,0.2261904761904762
367,27-1012.00,Craft Artists,0.0167014613778705,0.4394444444444443,3.0,0.2023809523809523
368,27-1013.00,"Fine Artists, Including Painters, Sculptors, and Illustrators",0.0563674321503131,0.3991666666666666,3.0,0.1071428571428571
369,27-1014.00,Special Effects Artists and Animators,0.1242171189979123,0.5752777777777778,4.0,0.1904761904761904
370,27-1019.00,"Artists and Related Workers, All Other",0.4311064718162839,,,0.5119047619047619
371,27-1021.00,Commercial and Industrial Designers,0.0292275574112734,0.5722222222222222,4.0,0.25
372,27-1022.00,Fashion Designers,0.0187891440501043,0.4805555555555556,3.0,0.0357142857142857
373,27-1023.00,Floral Designers,0.0083507306889352,0.5633333333333334,2.0,0.0476190476190476
374,27-1024.00,Graphic Designers,0.2077244258872651,0.508888888888889,4.0,0.25
375,27-1025.00,Interior Designers,0.0219206680584551,0.6047222222222223,4.0,0.0833333333333333
376,27-1026.00,Merchandise Displayers and Window Trimmers,0.0396659707724425,0.495,3.0,0.1547619047619047
377,27-1027.00,Set and Exhibit Designers,0.0375782881002087,0.5969444444444444,5.0,0.0238095238095238
378,27-1029.00,"Designers, All Other",0.7693110647181628,,,0.8928571428571429
379,27-2011.00,Actors,0.0918580375782881,0.518888888888889,2.0,0.1071428571428571
380,27-2012.00,Producers and Directors,0.1064718162839248,0.6091666666666666,4.0,0.119047619047619
381,27-2012.03,Media Programming Directors,0.1993736951983298,0.5913888888888889,4.0,0.1666666666666666
382,27-2012.04,Talent Directors,0.1336116910229645,0.5816666666666667,4.0,0.1428571428571428
383,27-2012.05,Media Technical Directors/Managers,0.1085594989561586,0.6527777777777779,4.0,0.2023809523809523
384,27-2021.00,Athletes and Sports Competitors,0.0062630480167014,0.5755555555555555,2.0,0.0357142857142857
385,27-2022.00,Coaches and Scouts,0.0636743215031315,0.6494444444444444,4.0,0.1904761904761904
386,27-2023.00,"Umpires, Referees, and Other Sports Officials",0.0208768267223382,0.4822222222222223,2.0,0.0595238095238095
387,27-2031.00,Dancers,0.0219206680584551,0.5330555555555556,3.0,0.0476190476190476
388,27-2032.00,Choreographers,0.0396659707724425,0.6427777777777779,4.0,0.0714285714285714
389,27-2041.00,Music Directors and Composers,0.0104384133611691,0.5883333333333334,4.0,0.0238095238095238
390,27-2042.00,Musicians and Singers,0.0281837160751565,0.4341666666666666,4.0,0.0238095238095238
391,27-2091.00,"Disc Jockeys, Except Radio",0.0323590814196242,,,0.1309523809523809
392,27-2099.00,"Entertainers and Performers, Sports and Related Workers, All Other",0.2098121085594989,,,0.3809523809523809
393,27-3011.00,Broadcast Announcers and Radio Disc Jockeys,0.4613778705636743,0.6163888888888889,4.0,0.5357142857142857
394,27-3023.00,"News Analysts, Reporters, and Journalists",0.5146137787056367,0.5997222222222223,4.0,0.369047619047619
395,27-3031.00,Public Relations Specialists,0.6743215031315241,0.5791666666666666,4.0,0.5952380952380952
396,27-3041.00,Editors,0.7933194154488518,0.5613888888888888,4.0,0.5119047619047619
397,27-3042.00,Technical Writers,0.6910229645093946,0.4922222222222223,4.0,0.7738095238095238
398,27-3043.00,Writers and Authors,0.5260960334029228,0.5308333333333334,4.0,0.3333333333333333
399,27-3043.05,"Poets, Lyricists and Creative Writers",0.1649269311064718,0.3955555555555555,4.0,0.0714285714285714
400,27-3091.00,Interpreters and Translators,0.5250521920668059,0.5788888888888889,4.0,0.2738095238095238
401,27-3092.00,Court Reporters and Simultaneous Captioners,0.5041753653444676,0.4994444444444443,3.0,0.4047619047619047
402,27-3099.00,"Media and Communication Workers, All Other",0.860125260960334,,,0.8809523809523809
403,27-4011.00,Audio and Video Technicians,0.1127348643006263,0.55,3.0,0.1666666666666666
404,27-4012.00,Broadcast Technicians,0.1638830897703549,0.5675,3.0,0.2857142857142857
405,27-4014.00,Sound Engineering Technicians,0.1200417536534446,0.5597222222222222,3.0,0.1309523809523809
406,27-4015.00,Lighting Technicians,0.0167014613778705,,,0.1547619047619047
407,27-4021.00,Photographers,0.1899791231732776,0.5675,3.0,0.2857142857142857
408,27-4031.00,"Camera Operators, Television, Video, and Film",0.0521920668058455,0.5572222222222223,3.0,0.0833333333333333
409,27-4032.00,Film and Video Editors,0.1002087682672233,0.5180555555555556,4.0,0.1309523809523809
410,27-4099.00,"Media and Communication Equipment Workers, All Other",0.802713987473904,,,0.9047619047619048
411,29-1011.00,Chiropractors,0.0031315240083507,0.7116666666666667,5.0,0.0357142857142857
412,29-1021.00,"Dentists, General",0.0052192066805845,0.7569444444444444,5.0,0.0119047619047619
413,29-1022.00,Oral and Maxillofacial Surgeons,0.0020876826722338,0.7655555555555555,5.0,0.0238095238095238
414,29-1023.00,Orthodontists,0.0020876826722338,0.7422222222222221,5.0,0.0238095238095238
415,29-1024.00,Prosthodontists,0.0020876826722338,0.7597222222222222,5.0,0.0119047619047619
416,29-1029.00,"Dentists, All Other Specialists",0.1231732776617954,,,0.119047619047619
417,29-1031.00,Dietitians and Nutritionists,0.0313152400835073,0.6088888888888889,5.0,0.0952380952380952
418,29-1041.00,Optometrists,0.0093945720250521,0.69,5.0,0.0
419,29-1051.00,Pharmacists,0.0897703549060542,0.7036111111111112,5.0,0.0952380952380952
420,29-1071.00,Physician Assistants,0.0772442588726513,0.6975,5.0,0.0952380952380952
421,29-1071.01,Anesthesiologist Assistants,0.0250521920668058,0.6813888888888888,5.0,0.0714285714285714
422,29-1081.00,Podiatrists,0.0010438413361169,0.7394444444444445,5.0,0.0
423,29-1122.00,Occupational Therapists,0.0187891440501043,0.6575,5.0,0.0595238095238095
424,29-1122.01,"Low Vision Therapists, Orientation and Mobility Specialists, and Vision Rehabilitation Therapists",0.0751565762004175,0.6708333333333333,5.0,0.1071428571428571
425,29-1123.00,Physical Therapists,0.0125260960334029,0.7072222222222222,5.0,0.0952380952380952
426,29-1124.00,Radiation Therapists,0.0083507306889352,0.6275,3.0,0.0595238095238095
427,29-1125.00,Recreational Therapists,0.0845511482254697,0.6566666666666667,4.0,0.1071428571428571
428,29-1126.00,Respiratory Therapists,0.045929018789144,0.6116666666666667,3.0,0.1071428571428571
429,29-1127.00,Speech-Language Pathologists,0.0918580375782881,0.6472222222222221,5.0,0.0238095238095238
430,29-1128.00,Exercise Physiologists,0.0125260960334029,0.6158333333333333,4.0,0.0119047619047619
431,29-1129.00,"Therapists, All Other",0.231732776617954,,,0.3571428571428571
432,29-1129.01,Art Therapists,0.0083507306889352,0.6227777777777778,5.0,0.0119047619047619
433,29-1129.02,Music Therapists,0.0083507306889352,0.5480555555555556,4.0,0.0
434,29-1131.00,Veterinarians,0.0156576200417536,0.7236111111111111,5.0,0.0119047619047619
435,29-1141.00,Registered Nurses,0.0772442588726513,0.6563888888888889,4.0,0.0476190476190476
436,29-1141.01,Acute Care Nurses,0.0052192066805845,0.66,3.0,0.0119047619047619
437,29-1141.02,Advanced Practice Psychiatric Nurses,0.0104384133611691,0.6133333333333334,5.0,0.0119047619047619
438,29-1141.03,Critical Care Nurses,0.0093945720250521,0.6622222222222222,4.0,0.0119047619047619
439,29-1141.04,Clinical Nurse Specialists,0.0396659707724425,0.7138888888888889,5.0,0.0476190476190476
440,29-1151.00,Nurse Anesthetists,0.0010438413361169,0.7275,5.0,0.0119047619047619
441,29-1161.00,Nurse Midwives,0.0031315240083507,0.7019444444444445,5.0,0.0
442,29-1171.00,Nurse Practitioners,0.0313152400835073,0.705,5.0,0.0357142857142857
443,29-1181.00,Audiologists,0.0678496868475991,0.66,5.0,0.0238095238095238
444,29-1211.00,Anesthesiologists,0.0010438413361169,0.7372222222222221,5.0,0.0
445,29-1212.00,Cardiologists,0.011482254697286,,,0.0
446,29-1213.00,Dermatologists,0.0125260960334029,0.7333333333333333,5.0,0.0119047619047619
447,29-1214.00,Emergency Medicine Physicians,0.0146137787056367,,,0.0119047619047619
448,29-1215.00,Family Medicine Physicians,0.0240083507306889,0.7286111111111111,5.0,0.0357142857142857
449,29-1216.00,General Internal Medicine Physicians,0.0146137787056367,0.705,5.0,0.0238095238095238
450,29-1217.00,Neurologists,0.0167014613778705,0.7225,5.0,0.0
451,29-1218.00,Obstetricians and Gynecologists,0.0240083507306889,0.7216666666666667,5.0,0.0476190476190476
452,29-1221.00,"Pediatricians, General",0.0104384133611691,0.6936111111111112,5.0,0.0
453,29-1222.00,"Physicians, Pathologists",0.0354906054279749,0.6377777777777778,5.0,0.0357142857142857
454,29-1223.00,Psychiatrists,0.0240083507306889,0.6413888888888889,5.0,0.0119047619047619
455,29-1224.00,Radiologists,0.0417536534446764,0.6572222222222222,5.0,0.0357142857142857
456,29-1229.00,"Physicians, All Other",0.2494780793319415,,,0.2857142857142857
457,29-1229.01,Allergists and Immunologists,0.0167014613778705,0.7044444444444444,5.0,0.0
458,29-1229.02,Hospitalists,0.0219206680584551,0.7238888888888888,5.0,0.0238095238095238
459,29-1229.03,Urologists,0.0177453027139874,0.7538888888888888,5.0,0.0476190476190476
460,29-1229.04,Physical Medicine and Rehabilitation Physicians,0.0041753653444676,0.715,5.0,0.0238095238095238
461,29-1229.05,Preventive Medicine Physicians,0.0876826722338204,0.7030555555555555,5.0,0.0238095238095238
462,29-1229.06,Sports Medicine Physicians,0.0073068893528183,0.7511111111111112,5.0,0.0238095238095238
463,29-1241.00,"Ophthalmologists, Except Pediatric",0.0052192066805845,0.7230555555555556,5.0,0.0238095238095238
464,29-1242.00,"Orthopedic Surgeons, Except Pediatric",0.0010438413361169,,,0.0238095238095238
465,29-1243.00,Pediatric Surgeons,0.0010438413361169,,,0.0238095238095238
466,29-1249.00,"Surgeons, All Other",0.0855949895615866,,,0.2023809523809523
467,29-1291.00,Acupuncturists,0.0,0.6605555555555556,5.0,0.0
468,29-1292.00,Dental Hygienists,0.034446764091858,0.5286111111111111,3.0,0.0714285714285714
469,29-1299.00,"Healthcare Diagnosing or Treating Practitioners, All Other",0.1962421711899791,,,0.1904761904761904
470,29-1299.01,Naturopathic Physicians,0.022964509394572,0.6477777777777779,5.0,0.0119047619047619
471,29-1299.02,Orthoptists,0.011482254697286,0.6058333333333333,5.0,0.0238095238095238
472,29-2011.00,Medical and Clinical Laboratory Technologists,0.0594989561586638,0.6541666666666667,4.0,0.1071428571428571
473,29-2011.01,Cytogenetic Technologists,0.0438413361169102,0.5944444444444446,4.0,0.0833333333333333
474,29-2011.02,Cytotechnologists,0.0438413361169102,0.5905555555555555,5.0,0.119047619047619
475,29-2011.04,Histotechnologists,0.162839248434238,,,0.2619047619047619
476,29-2012.00,Medical and Clinical Laboratory Technicians,0.0668058455114822,0.5488888888888889,3.0,0.0833333333333333
477,29-2012.01,Histology Technicians,0.0292275574112734,,,0.1666666666666666
478,29-2031.00,Cardiovascular Technologists and Technicians,0.0187891440501043,0.5833333333333334,3.0,0.0476190476190476
479,29-2032.00,Diagnostic Medical Sonographers,0.0219206680584551,0.5433333333333333,3.0,0.0833333333333333
480,29-2033.00,Nuclear Medicine Technologists,0.0125260960334029,0.6033333333333334,3.0,0.0714285714285714
481,29-2034.00,Radiologic Technologists and Technicians,0.0093945720250521,0.5994444444444444,3.0,0.0476190476190476
482,29-2035.00,Magnetic Resonance Imaging Technologists,0.0480167014613778,0.6122222222222222,3.0,0.0714285714285714
483,29-2036.00,Medical Dosimetrists,0.0657620041753653,,,0.0595238095238095
484,29-2042.00,Emergency Medical Technicians,0.0762004175365344,,,0.238095238095238
485,29-2043.00,Paramedics,0.022964509394572,,,0.0714285714285714
486,29-2051.00,Dietetic Technicians,0.0490605427974947,0.6288888888888888,3.0,0.2261904761904762
487,29-2052.00,Pharmacy Technicians,0.0605427974947807,0.5491666666666667,3.0,0.1428571428571428
488,29-2053.00,Psychiatric Technicians,0.081419624217119,0.5938888888888889,3.0,0.1428571428571428
489,29-2055.00,Surgical Technologists,0.0563674321503131,0.6188888888888888,3.0,0.2142857142857142
490,29-2056.00,Veterinary Technologists and Technicians,0.045929018789144,0.5805555555555555,3.0,0.1785714285714285
491,29-2057.00,Ophthalmic Medical Technicians,0.1304801670146138,0.5716666666666667,3.0,0.1666666666666666
492,29-2061.00,Licensed Practical and Licensed Vocational Nurses,0.0281837160751565,0.6033333333333334,3.0,0.0595238095238095
493,29-2072.00,Medical Records Specialists,0.302713987473904,,,0.2142857142857142
494,29-2081.00,"Opticians, Dispensing",0.0208768267223382,0.5722222222222222,3.0,0.0833333333333333
495,29-2091.00,Orthotists and Prosthetists,0.0020876826722338,0.6508333333333333,5.0,0.0119047619047619
496,29-2092.00,Hearing Aid Specialists,0.0260960334029227,0.5561111111111111,3.0,0.0833333333333333
497,29-2099.00,"Health Technologists and Technicians, All Other",0.7682672233820459,,,0.8095238095238095
498,29-2099.01,Neurodiagnostic Technologists,0.0062630480167014,0.5683333333333334,3.0,0.0119047619047619
499,29-2099.05,Ophthalmic Medical Technologists,0.1951983298538622,0.5605555555555555,3.0,0.3214285714285714
500,29-2099.08,Patient Representatives,0.1179540709812108,0.5275,3.0,0.0476190476190476
501,29-9021.00,Health Information Technologists and Medical Registrars,0.3643006263048016,,,0.2857142857142857
502,29-9091.00,Athletic Trainers,0.0156576200417536,0.7797222222222221,5.0,0.0357142857142857
503,29-9092.00,Genetic Counselors,0.0782881002087682,0.5702777777777778,5.0,0.0357142857142857
504,29-9093.00,Surgical Assistants,0.0135699373695198,0.5991666666666666,3.0,0.1309523809523809
505,29-9099.00,"Healthcare Practitioners and Technical Workers, All Other",0.4759916492693111,,,0.4880952380952381
506,29-9099.01,Midwives,0.0031315240083507,0.6613888888888888,5.0,0.0119047619047619
507,31-1121.00,Home Health Aides,0.0855949895615866,0.5044444444444445,2.0,0.2261904761904762
508,31-1122.00,Personal Care Aides,0.0563674321503131,0.5202777777777778,2.0,0.2023809523809523
509,31-1131.00,Nursing Assistants,0.0887265135699373,0.5741666666666666,3.0,0.25
510,31-1132.00,Orderlies,0.0354906054279749,0.6091666666666666,2.0,0.2738095238095238
511,31-1133.00,Psychiatric Aides,0.0490605427974947,0.5833333333333334,2.0,0.119047619047619
512,31-2011.00,Occupational Therapy Assistants,0.0678496868475991,0.6427777777777779,3.0,0.1309523809523809
513,31-2012.00,Occupational Therapy Aides,0.1263048016701461,0.5875,3.0,0.4642857142857143
514,31-2021.00,Physical Therapist Assistants,0.0302713987473903,0.5852777777777778,3.0,0.0952380952380952
515,31-2022.00,Physical Therapist Aides,0.0657620041753653,0.5013888888888889,2.0,0.3095238095238095
516,31-9011.00,Massage Therapists,0.0041753653444676,0.5108333333333334,3.0,0.0357142857142857
517,31-9091.00,Dental Assistants,0.2734864300626304,0.5872222222222223,3.0,0.4285714285714285
518,31-9092.00,Medical Assistants,0.5480167014613778,0.5488888888888889,3.0,0.5833333333333334
519,31-9093.00,Medical Equipment Preparers,0.0751565762004175,0.5530555555555555,2.0,0.4166666666666667
520,31-9094.00,Medical Transcriptionists,0.4384133611691023,0.5569444444444444,3.0,0.3095238095238095
521,31-9095.00,Pharmacy Aides,0.1993736951983298,0.5244444444444445,2.0,0.4523809523809524
522,31-9096.00,Veterinary Assistants and Laboratory Animal Caretakers,0.0292275574112734,0.5422222222222222,2.0,0.2142857142857142
523,31-9097.00,Phlebotomists,0.0083507306889352,0.625,3.0,0.0476190476190476
524,31-9099.00,"Healthcare Support Workers, All Other",0.4112734864300626,,,0.4880952380952381
525,31-9099.01,Speech-Language Pathology Assistants,0.0835073068893528,0.5011111111111111,3.0,0.0952380952380952
526,31-9099.02,Endoscopy Technicians,0.0240083507306889,0.5613888888888888,2.0,0.1547619047619047
527,33-1011.00,First-Line Supervisors of Correctional Officers,0.0313152400835073,0.7122222222222221,3.0,0.0952380952380952
528,33-1012.00,First-Line Supervisors of Police and Detectives,0.0323590814196242,0.7372222222222221,3.0,0.0476190476190476
529,33-1021.00,First-Line Supervisors of Firefighting and Prevention Workers,0.0281837160751565,0.7430555555555556,3.0,0.0833333333333333
530,33-1091.00,First-Line Supervisors of Security Workers,0.2578288100208768,,,0.5
531,33-1099.00,"First-Line Supervisors of Protective Service Workers, All Other",0.4655532359081419,,,0.7619047619047619
532,33-2011.00,Firefighters,0.0104384133611691,0.7038888888888889,3.0,0.0952380952380952
533,33-2021.00,Fire Inspectors and Investigators,0.0605427974947807,0.6686111111111112,3.0,0.2142857142857142
534,33-2022.00,Forest Fire Inspectors and Prevention Specialists,0.1116910229645093,0.7127777777777778,3.0,0.2142857142857142
535,33-3011.00,Bailiffs,0.0313152400835073,0.5361111111111111,3.0,0.0238095238095238
536,33-3012.00,Correctional Officers and Jailers,0.022964509394572,0.6452777777777778,2.0,0.1309523809523809
537,33-3021.00,Detectives and Criminal Investigators,0.034446764091858,0.6888888888888889,3.0,0.0119047619047619
538,33-3021.02,Police Identification and Records Officers,0.1096033402922755,0.7044444444444444,3.0,0.2261904761904762
539,33-3021.06,Intelligence Analysts,0.1524008350730689,0.5919444444444444,4.0,0.1547619047619047
540,33-3031.00,Fish and Game Wardens,0.092901878914405,0.7538888888888888,4.0,0.2976190476190476
541,33-3041.00,Parking Enforcement Workers,0.1430062630480167,0.5211111111111112,2.0,0.4285714285714285
542,33-3051.00,Police and Sheriff's Patrol Officers,0.011482254697286,0.6866666666666668,3.0,0.0476190476190476
543,33-3051.04,Customs and Border Protection Officers,0.0636743215031315,0.6791666666666667,3.0,0.0833333333333333
544,33-3052.00,Transit and Railroad Police,0.0323590814196242,0.6927777777777778,3.0,0.1547619047619047
545,33-9011.00,Animal Control Workers,0.0083507306889352,0.6188888888888888,2.0,0.0595238095238095
546,33-9021.00,Private Detectives and Investigators,0.545929018789144,0.5472222222222222,3.0,0.4761904761904761
547,33-9031.00,Gambling Surveillance Officers and Gambling Investigators,0.1993736951983298,0.5558333333333334,2.0,0.1904761904761904
548,33-9032.00,Security Guards,0.1377870563674321,0.6013888888888889,2.0,0.5714285714285714
549,33-9091.00,Crossing Guards and Flaggers,0.0427974947807933,0.5377777777777778,2.0,0.238095238095238
550,33-9092.00,"Lifeguards, Ski Patrol, and Other Recreational Protective Service Workers",0.0636743215031315,0.6072222222222222,2.0,0.1785714285714285
551,33-9093.00,Transportation Security Screeners,0.0782881002087682,0.5227777777777777,2.0,0.1666666666666666
552,33-9094.00,School Bus Monitors,0.0396659707724425,,,0.1904761904761904
